AS/1,AS/1/ID,AS/1/LABEL,AS/2,AS/2/ID,AS/2/LABEL,AS/3,AS/3/ID,AS/3/LABEL,AS/4,AS/4/ID,AS/4/LABEL,AS/5,AS/5/ID,AS/5/LABEL,AS/6,AS/6/ID,AS/6/LABEL,AS/7,AS/7/ID,AS/7/LABEL,AS/8,AS/8/ID,AS/8/LABEL,AS/9,AS/9/ID,AS/9/LABEL,AS/10,AS/10/ID,AS/10/LABEL,AS/11,AS/11/ID,AS/11/LABEL,AS/12,AS/12/ID,AS/12/LABEL,CT/1 - Sources,BGene/1,NV notes
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ribca,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,regulatory T cell,CL:0000815,regulatory T cell,,,,,,,,,,,,,ribca,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,,,,,,,,,,,,,,,,ribca,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,innate lymphoid cell,CL:0001065,innate lymphoid cell,group 1 innate lymphoid cell,CL:0001067,group 1 innate lymphoid cell,natural killer cell,CL:0000623,natural killer cell,,,,,,,,,,,,,ribca,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,elicited macrophage,CL:0000861,elicited macrophage,M2 macrophage,CL:0000890,M2 macrophage,,,,,,,,,,,,,,,,ribca,sc_proteomics,
cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,ribca,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,antibody secreting cell,CL:0000946,antibody secreting cell,plasma cell,CL:0000786,plasma cell,,,,,,,,,,,,,stellar,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,hematopoietic precursor cell,CL:0008001,hematopoietic precursor cell,hematopoietic oligopotent progenitor cell,CL:0002032,hematopoietic oligopotent progenitor cell,common lymphoid progenitor,CL:0000051,common lymphoid progenitor,CD7-positive lymphoid progenitor cell,CL:0001028,CD7-positive lymphoid progenitor cell,,,,,,,,,,,,,,,,,,,stellar,sc_proteomics,
cell,CL:0000000,cell,dynamic cell,,dynamic cell,transit amplifying cell,CL:0009010,transit amplifying cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,stellar,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",,,,,,,,,,stellar,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,secretory epithelial cell,CL:1100001,secretory epithelial cell,goblet cell,CL:0000160,goblet cell,,,,,,,,,,,,,,,,,,,,,,,,,stellar,sc_proteomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,,,,,,,,,,,,,,,,,,,,,,,,,stellar,sc_proteomics,
cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron,CL:0000540,neuron,efferent neuron,CL:0000527,efferent neuron,neuroendocrine cell,CL:0000165,neuroendocrine cell,,,,,,,,,,,,,,,,,,,,,,stellar,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,granulocyte,CL:0000094,granulocyte,neutrophil,CL:0000775,neutrophil,,,,,,,,,,,,,,,,,,,stellar,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,elicited macrophage,CL:0000861,elicited macrophage,M1 macrophage,CL:0000863,M1 macrophage,,,,,,,,,,,,,,,,stellar,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,columnar/cuboidal epithelial cell,CL:0000075,columnar/cuboidal epithelial cell,neurecto-epithelial cell,CL:0000710,neurecto-epithelial cell,interstitial cell of Cajal,CL:0002088,interstitial cell of Cajal,,,,,,,,,,,,,,,,,,,,,,stellar,sc_proteomics,
cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron,CL:0000540,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,stellar,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,innate lymphoid cell,CL:0001065,innate lymphoid cell,group 1 innate lymphoid cell,CL:0001067,group 1 innate lymphoid cell,natural killer cell,CL:0000623,natural killer cell,,,,,,,,,,,,,stellar,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,,,,,,,,,,,,,,,,stellar,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,epithelial cell of alimentary canal,CL:0002251,epithelial cell of alimentary canal,intestinal epithelial cell,CL:0002563,intestinal epithelial cell,paneth cell,CL:0000510,paneth cell,,,,,,,,,,,,,,,,,,,stellar,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,alpha-beta T cell,CL:0000789,alpha-beta T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell",,,,,,,,,,stellar,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,,,,,,,,,,,,,,,,,,,stellar,sc_proteomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stellar,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,tissue-resident macrophage,CL:0000864,tissue-resident macrophage,,,,,,,,,,,,,,,,,,,stellar,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,columnar/cuboidal epithelial cell,CL:0000075,columnar/cuboidal epithelial cell,brush border epithelial cell,CL:0000239,brush border epithelial cell,enterocyte,CL:0000584,enterocyte,,,,,,,,,,,,,,,,,,,,,,stellar,sc_proteomics,
cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,non-striated muscle cell,CL:0008000,non-striated muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,stellar,sc_proteomics,
cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,stellar,sc_proteomics,
cell,CL:0000000,cell,precursor cell,CL:0011115,precursor cell,progenitor cell,CL:0011026,progenitor cell,hematopoietic stem cell,CL:0000037,hematopoietic stem cell,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,squamous epithelial cell,CL:0000076,squamous epithelial cell,stratified squamous epithelial cell,CL:0000240,stratified squamous epithelial cell,keratinizing barrier epithelial cell,CL:0000237,keratinizing barrier epithelial cell,keratinocyte,CL:0000312,keratinocyte,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,columnar/cuboidal epithelial cell,CL:0000075,columnar/cuboidal epithelial cell,brush border epithelial cell,CL:0000239,brush border epithelial cell,enterocyte,CL:0000584,enterocyte,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,pericyte,CL:0000669,pericyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,precursor cell,CL:0011115,precursor cell,progenitor cell,CL:0011026,progenitor cell,erythroblast,CL:0000765,erythroblast,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,tuft cell,CL:0002204,tuft cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,migratory dendritic cell,CL:4047054,migratory dendritic cell,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,mature differentiated cell,,mature differentiated cell,endocrine cell,CL:0000163,endocrine cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,effector T cell,CL:0000911,effector T cell,"effector CD4-positive, alpha-beta T cell",CL:0001044,"effector CD4-positive, alpha-beta T cell",,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,other-non-adult,,other-non-adult,extraembryonic cell,CL:0000349,extraembryonic cell,trophoblast cell,CL:0000351,trophoblast cell,extravillous trophoblast,CL:0008036,extravillous trophoblast,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,endothelial cell of artery,CL:1000413,endothelial cell of artery,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,mast cell,CL:0000097,mast cell,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,other-non-adult,,other-non-adult,extraembryonic cell,CL:0000349,extraembryonic cell,trophoblast cell,CL:0000351,trophoblast cell,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron,CL:0000540,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,alpha-beta T cell,CL:0000789,alpha-beta T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta memory T cell",CL:0000909,"CD8-positive, alpha-beta memory T cell",,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,precursor cell,CL:0011115,precursor cell,stem cell,CL:0000034,stem cell,multi fate stem cell,CL:0000048,multi fate stem cell,mesenchymal stem cell,CL:0000134,mesenchymal stem cell,mesenchymal stem cell of adipose tissue,CL:0002570,mesenchymal stem cell of adipose tissue,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,hematopoietic precursor cell,CL:0008001,hematopoietic precursor cell,hematopoietic oligopotent progenitor cell,CL:0002032,hematopoietic oligopotent progenitor cell,common myeloid progenitor,CL:0000049,common myeloid progenitor,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron associated cell,CL:0000095,neuron associated cell,glial cell,CL:0000125,glial cell,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,follicular dendritic cell,CL:0000442,follicular dendritic cell,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,alpha-beta T cell,CL:0000789,alpha-beta T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell",,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,antibody secreting cell,CL:0000946,antibody secreting cell,plasma cell,CL:0000786,plasma cell,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,mature NK T cell,CL:0000814,mature NK T cell,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,naive T cell,CL:0000898,naive T cell,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,microvascular endothelial cell,CL:2000008,microvascular endothelial cell,capillary endothelial cell,CL:0002144,capillary endothelial cell,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,immature T cell,CL:0002420,immature T cell,thymocyte,CL:0000893,thymocyte,double negative thymocyte,CL:0002489,double negative thymocyte,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,lung macrophage,CL:1001603,lung macrophage,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,mesenchymal cell,CL:0008019,mesenchymal cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,fibroblast,CL:0000057,fibroblast,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,tissue-resident macrophage,CL:0000864,tissue-resident macrophage,alveolar macrophage,CL:0000583,alveolar macrophage,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,fibroblast,CL:0000057,fibroblast,subepithelial intestinal fibroblast,CL:4052007,subepithelial intestinal fibroblast,crypt-top fibroblast,CL:4052009,crypt-top fibroblast,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,hematopoietic precursor cell,CL:0008001,hematopoietic precursor cell,hematopoietic lineage restricted progenitor cell,CL:0002031,hematopoietic lineage restricted progenitor cell,myeloid lineage restricted progenitor cell,CL:0000839,myeloid lineage restricted progenitor cell,erythroid progenitor cell,CL:0000038,erythroid progenitor cell,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,hematopoietic precursor cell,CL:0008001,hematopoietic precursor cell,hematopoietic oligopotent progenitor cell,CL:0002032,hematopoietic oligopotent progenitor cell,common lymphoid progenitor,CL:0000051,common lymphoid progenitor,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,hematopoietic precursor cell,CL:0008001,hematopoietic precursor cell,hematopoietic oligopotent progenitor cell,CL:0002032,hematopoietic oligopotent progenitor cell,common lymphoid progenitor,CL:0000051,common lymphoid progenitor,CD7-positive lymphoid progenitor cell,CL:0001028,CD7-positive lymphoid progenitor cell,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,hematopoietic precursor cell,CL:0008001,hematopoietic precursor cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,dynamic cell,,dynamic cell,abnormal cell,CL:0001061,abnormal cell,neoplastic cell,CL:0001063,neoplastic cell,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,perivascular cell,CL:4033054,perivascular cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron,CL:0000540,neuron,efferent neuron,CL:0000527,efferent neuron,neuroendocrine cell,CL:0000165,neuroendocrine cell,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,secretory epithelial cell,CL:1100001,secretory epithelial cell,enteroendocrine cell,CL:0000164,enteroendocrine cell,pancreatic endocrine cell,CL:0008024,pancreatic endocrine cell,type B pancreatic cell,CL:0000169,type B pancreatic cell,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,epithelial cell of alimentary canal,CL:0002251,epithelial cell of alimentary canal,intestinal epithelial cell,CL:0002563,intestinal epithelial cell,paneth cell,CL:0000510,paneth cell,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,"lymphocyte of B lineage, CD19-positive",CL:0001200,"lymphocyte of B lineage, CD19-positive","B cell, CD19-positive",CL:0001201,"B cell, CD19-positive",mature B cell,CL:0000785,mature B cell,memory B cell,CL:0000787,memory B cell,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,innate lymphoid cell,CL:0001065,innate lymphoid cell,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,respiratory tract epithelial cell,CL:0002368,respiratory tract epithelial cell,epithelial cell of lower respiratory tract,CL:0002632,epithelial cell of lower respiratory tract,epithelial cell of lung,CL:0000082,epithelial cell of lung,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar epithelial cell,pulmonary alveolar type 1 cell,CL:0002062,pulmonary alveolar type 1 cell,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,secretory epithelial cell,CL:1100001,secretory epithelial cell,glandular secretory epithelial cell,CL:0000150,glandular secretory epithelial cell,salivary gland glandular cell,CL:1001596,salivary gland glandular cell,acinar cell of salivary gland,CL:0002623,acinar cell of salivary gland,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,precursor cell,CL:0011115,precursor cell,stem cell,CL:0000034,stem cell,multi fate stem cell,CL:0000048,multi fate stem cell,mesenchymal stem cell,CL:0000134,mesenchymal stem cell,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,columnar/cuboidal epithelial cell,CL:0000075,columnar/cuboidal epithelial cell,neurecto-epithelial cell,CL:0000710,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell","CD4-positive, alpha-beta memory T cell",CL:0000897,"CD4-positive, alpha-beta memory T cell",,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,conventional dendritic cell,CL:0000990,conventional dendritic cell,CD11b-positive dendritic cell,CL:0002465,CD11b-positive dendritic cell,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,adipocyte,CL:0000136,adipocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,myeloid cell,CL:0000763,myeloid cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
